
============================== SIGNAL 1 FINAL OUTPUT ==============================
Idx  | Hex(Real)  | Real (Float) | Hex(Imag)  | Imag (Float)
237  | 40fee1a4   | 7.96504      | 40911fed   | 4.53515     
238  | 402f6ae8   | 2.74090      | c01587c4   | -2.33641    
239  | 3f98d123   | 1.19388      | 40b6c59c   | 5.71162     
240  | 40531b63   | 3.29855      | 3f56720c   | 0.83768     
241  | 40cbf53b   | 6.37369      | 40fc4829   | 7.88381     
242  | c017cbc6   | -2.37181     | 3e3f8885   | 0.18704     
243  | 40466388   | 3.09982      | 40c041f7   | 6.00805     
244  | 402e5a10   | 2.72425      | 3fda8bc5   | 1.70739     
245  | 40ecda82   | 7.40167      | 410d6957   | 8.83822     
246  | 41326cf5   | 11.15160     | 4028d080   | 2.63773     
247  | 400256f1   | 2.03656      | bff3f208   | -1.90582    
248  | 40f723dc   | 7.72313      | befba89b   | -0.49152    
249  | 40d1bd61   | 6.55437      | 3fc42fc0   | 1.53271     
250  | 4009e974   | 2.15487      | 3fedcd26   | 1.85782     
251  | 40bdb508   | 5.92835      | 410a9280   | 8.66077     
252  | c2f1fd57   | -120.99481   | c2ac125e   | -86.03587   
253  | c183764c   | -16.43276    | c09270af   | -4.57626    
254  | c00852e6   | -2.13006     | c0b5b28b   | -5.67804    
255  | c0a1a885   | -5.05182     | c02977a9   | -2.64793    
256  | c07452fd   | -3.81757     | c0ef7203   | -7.48267    
257  | c00f1fa7   | -2.23631     | bf90765e   | -1.12861    
258  | c0186e3b   | -2.38173     | c0ca66cc   | -6.32505    
259  | c0114fb8   | -2.27049     | 4104cf80   | 8.30066     
260  | be7de822   | -0.24796     | c02de237   | -2.71693    
261  | 40666f5b   | 3.60055      | c0335f74   | -2.80270    
262  | 3f5affde   | 0.85547      | bee21f2d   | -0.44164    
263  | c003a976   | -2.05722     | c12305f3   | -10.18895   
264  | bf7c4357   | -0.98540     | c08678c2   | -4.20224    
265  | 40504a76   | 3.25454      | bd139c88   | -0.03604    
266  | c03bba6b   | -2.93325     | c0646ece   | -3.56926    
267  | 3fff9607   | 1.99677      | c0393337   | -2.89375    
268  | bec1f6db   | -0.37884     | c00d99da   | -2.21252    
269  | bd34c0fe   | -0.04413     | c14f40db   | -12.95333   
270  | 40067356   | 2.10079      | bfdeb905   | -1.74002    
271  | c0cd6c77   | -6.41949     | c019a630   | -2.40077    
272  | 404518f1   | 3.07965      | c0d27781   | -6.57709    
273  | c012f5bd   | -2.29625     | 4127d036   | 10.48833    
274  | 40309ff5   | 2.75976      | c06ee92b   | -3.73298    
275  | 40ce83fc   | 6.45361      | 4109233c   | 8.57110     
276  | 4013354b   | 2.30013      | c0519c93   | -3.27518    
277  | 400fde11   | 2.24793      | 40c80873   | 6.25103     
278  | c104b029   | -8.29301     | c125ef35   | -10.37090   
279  | 400190f8   | 2.02447      | 3ef6212c   | 0.48072     
280  | 3fed7c16   | 1.85535      | 40947c53   | 4.64018     
281  | 4043c2b1   | 3.05876      | c0e646d8   | -7.19615    
282  | c007cc4b   | -2.12184     | c0121885   | -2.28275    
283  | 4089a304   | 4.30115      | 4008eb9c   | 2.13938     
284  | 40a5da74   | 5.18292      | bd58c94e   | -0.05293    
285  | 4131c04e   | 11.10945     | 3ff816b4   | 1.93819     
286  | 3ef742f6   | 0.48293      | c008e6a5   | -2.13908    
287  | 40d5a65a   | 6.67656      | bfea891f   | -1.83231    
288  | 4095f1ec   | 4.68578      | 4006ebec   | 2.10815     
289  | 404b2ebe   | 3.17473      | 40796df2   | 3.89734     
290  | 3da93c0f   | 0.08263      | c0476760   | -3.11568    
291  | bee0a86b   | -0.43878     | 3feb269b   | 1.83712     
292  | c008d29a   | -2.13785     | c0c4192c   | -6.12807    
293  | c02a2f04   | -2.65912     | c0f95eff   | -7.79285    
294  | c060e783   | -3.51413     | bc7d8c58   | -0.01548    
295  | 3c63286a   | 0.01386      | c04d706c   | -3.20999    
296  | c00d813a   | -2.21101     | c0ec1d51   | -7.37858    
297  | c0a29ac1   | -5.08139     | 3fd11820   | 1.63355     
298  | 40b9c15d   | 5.80485      | 4044f999   | 3.07773     
299  | 40e43f9b   | 7.13276      | 3fa1c10a   | 1.26370     
300  | 4082e548   | 4.09049      | c0bded34   | -5.93521    
301  | bf7b4617   | -0.98154     | c07fa0ea   | -3.99420    
302  | c112d58f   | -9.17714     | c050226f   | -3.25210    
303  | c11e9657   | -9.91170     | 3f4d0497   | 0.80085     
304  | 4106b5e2   | 8.41940      | c0a12220   | -5.03542    
305  | 4091f752   | 4.56144      | c11dcc83   | -9.86243    
306  | 3f3f8db9   | 0.74826      | c114c3d1   | -9.29781    
307  | 3f392ff2   | 0.72339      | 40037f58   | 2.05465     
308  | bfecb9af   | -1.84942     | c06dec5c   | -3.71755    
309  | c0f876ad   | -7.76449     | bfcd4eb0   | -1.60396    
310  | c012ab47   | -2.29170     | 3fa25a4e   | 1.26838     
311  | 3fe55c2d   | 1.79188      | bfc9cabc   | -1.57650    
312  | 4082adc7   | 4.08371      | bf1f3769   | -0.62194    
313  | 4087388f   | 4.22565      | 3f85d7fa   | 1.04565     
314  | 40b9e937   | 5.80972      | bfa6bb14   | -1.30258    
315  | 413ead27   | 11.91727     | c08ac37d   | -4.33636    
316  | c0824d16   | -4.07191     | c04b4cda   | -3.17657    
317  | 3f45429c   | 0.77055      | c024dd1b   | -2.57600    
318  | c0723350   | -3.78438     | 40d57d5e   | 6.67155     
319  | c0f663c5   | -7.69968     | 4116c427   | 9.42289     
320  | bff0e052   | -1.88185     | 41111720   | 9.06815     
321  | 3f3c4109   | 0.73537      | bfdf1062   | -1.74269    
322  | 40681623   | 3.62635      | 3fa89059   | 1.31691     
323  | c127586c   | -10.45909    | c027e1c6   | -2.62316    
324  | 40edf02a   | 7.43557      | be8614f2   | -0.26188    
325  | 404b2d28   | 3.17463      | 3f6029b1   | 0.87564     
326  | 3e1ec7a2   | 0.15506      | 4081efcd   | 4.06052     
327  | bf4d1a9b   | -0.80119     | c09ef880   | -4.96783    
328  | 4018d4b3   | 2.38798      | 4084e417   | 4.15284     
329  | 40d0f059   | 6.52934      | bf9b98bd   | -1.21560    
330  | 401d870e   | 2.46137      | bfa546c8   | -1.29122    
331  | 4112e3c7   | 9.18061      | 3f921d3e   | 1.14152     
332  | c077bec8   | -3.87102     | c03a2386   | -2.90842    
333  | c05b9bd9   | -3.43139     | 40967ba3   | 4.70259     
334  | 408a5f65   | 4.32414      | 3ea49e46   | 0.32152     
335  | c0d66f0c   | -6.70106     | bf1f01c7   | -0.62112    
336  | 3f8a9c66   | 1.08290      | 3f1a4c58   | 0.60273     
337  | bea331fa   | -0.31874     | 3df9faec   | 0.12206     
338  | 406ad9cb   | 3.66954      | c00c994f   | -2.19686    
339  | 417677ef   | 15.40428     | 3e53a971   | 0.20670     
340  | 4076aaa6   | 3.85417      | bfa99598   | -1.32488    
341  | c1086a8c   | -8.52601     | 400271ee   | 2.03820     
342  | 40d4c712   | 6.64930      | 408dc0f1   | 4.42980     
343  | 3fdb41a2   | 1.71294      | 40566554   | 3.34993     
344  | bffc503e   | -1.97120     | 406d9c4d   | 3.71266     
345  | bc178867   | -0.00925     | c00f1af9   | -2.23602    
346  | 3f960ba3   | 1.17223      | bf847609   | -1.03485    
347  | c100fd93   | -8.06191     | c040687b   | -3.00638    
348  | 414dd606   | 12.86475     | c01965d0   | -2.39684    
349  | 4057095c   | 3.35995      | bfbda922   | -1.48172    
350  | c04821ea   | -3.12707     | c07d2649   | -3.95546    
351  | 40a8562a   | 5.26052      | bf9ed366   | -1.24083    
352  | bf1a1e0e   | -0.60202     | bf411848   | -0.75428    
353  | 406f263a   | 3.73671      | 404b182d   | 3.17335     
354  | c1487cce   | -12.53047    | c0beef13   | -5.96668    
355  | bf2c3c6d   | -0.67280     | c0798d35   | -3.89924    
356  | c08bae95   | -4.36506     | 405230d3   | 3.28423     
357  | 3f5cb7e7   | 0.86218      | 40a8f5c2   | 5.28000     
358  | bde106a1   | -0.10988     | bfcfb7c4   | -1.62280    
359  | 3fb83578   | 1.43913      | c14a06f0   | -12.62669   
360  | bef7d6ef   | -0.48406     | 40af6682   | 5.48126     
361  | bedf8a11   | -0.43660     | bf87d297   | -1.06111    
362  | 4095befb   | 4.67956      | c0468ffe   | -3.10254    
363  | c052deae   | -3.29484     | 3e11aaeb   | 0.14225     
364  | 409b44a0   | 4.85213      | 3f9c97ab   | 1.22338     
365  | c047993a   | -3.11873     | 40722568   | 3.78353     
366  | 408d367c   | 4.41290      | 3f3e59ca   | 0.74356     
367  | 3f5c824e   | 0.86136      | c0172cf3   | -2.36212    
368  | bee6def6   | -0.45092     | 403f247f   | 2.98660     
369  | 40d6306d   | 6.69341      | bf88dc40   | -1.06922    
370  | 40ab158c   | 5.34638      | c0019aad   | -2.02507    
371  | c0e30ed0   | -7.09556     | 3fbc3a48   | 1.47053     
372  | 41041307   | 8.25465      | bfe51e51   | -1.78999    
373  | c0922e21   | -4.56813     | 3f4c12ed   | 0.79716     
374  | 4081af84   | 4.05268      | 40e01653   | 7.00273     
375  | bf4dc5e7   | -0.80380     | 3e061aa7   | 0.13096     
376  | c09923c2   | -4.78561     | 3fcdad40   | 1.60685     
377  | 40c0fdd2   | 6.03098      | c0067b74   | -2.10128    
378  | 3ff17ae7   | 1.88656      | c1139e4d   | -9.22615    
379  | 408773b9   | 4.23288      | bff3e4e3   | -1.90542    
380  | 41199ab8   | 9.60027      | 3f001d39   | 0.50045     
381  | be6cb1ff   | -0.23115     | 3fbcdc1f   | 1.47547     
382  | bf0f205e   | -0.55909     | c0e4d71a   | -7.15126    
383  | be375687   | -0.17904     | c0a2a9aa   | -5.08321    
384  | 40d5ebfb   | 6.68506      | c10dfcc0   | -8.87421    
385  | 4061a13f   | 3.52547      | c0cb88d9   | -6.36046    
386  | c01557ef   | -2.33349     | 406be39d   | 3.68577     
387  | 410af782   | 8.68543      | c01ba6be   | -2.43205    
388  | 3f179ec8   | 0.59227      | bd79ec1e   | -0.06102    
389  | 4113e426   | 9.24320      | c129e75b   | -10.61898   
390  | c02057f1   | -2.50537     | c0108fac   | -2.25877    
391  | c0956a6d   | -4.66924     | 3f91a41a   | 1.13782     
392  | bfb3cc35   | -1.40467     | 4098b0a6   | 4.77156     
393  | bf57152b   | -0.84017     | c12ac975   | -10.67418   
394  | 40481057   | 3.12600      | c0928b50   | -4.57951    
395  | 4161371a   | 14.07595     | 40c2ba8b   | 6.08527     
396  | c0a9127c   | -5.28351     | 409815cb   | 4.75266     
397  | 3f35b814   | 0.70984      | 40a61c4f   | 5.19096     
398  | c0aee25e   | -5.46513     | c021f480   | -2.53055    
399  | c083b58a   | -4.11591     | c0a973c5   | -5.29538    
400  | 40ea0094   | 7.31257      | 40383ce3   | 2.87872     
401  | 40493245   | 3.14369      | c02bc428   | -2.68385    
402  | bd0b61ca   | -0.03403     | c0650fb0   | -3.57908    
403  | 4112e36b   | 9.18052      | c09628cd   | -4.69248    
404  | bee29dc3   | -0.44261     | c07bb190   | -3.93271    
405  | c0799837   | -3.89992     | 40b0cc83   | 5.52496     
406  | 410f848c   | 8.96986      | bfda7284   | -1.70662    
407  | 40cf58ad   | 6.47957      | 4052c33e   | 3.29317     
408  | c1002b7f   | -8.01062     | 3f296caf   | 0.66181     
409  | 4018e921   | 2.38923      | 40b32dcd   | 5.59934     
410  | 40272906   | 2.61188      | c0c7e1c3   | -6.24631    
411  | 4079cc66   | 3.90310      | c0898bcd   | -4.29832    
412  | 3e78aac9   | 0.24284      | 3f71f655   | 0.94516     
413  | c003829c   | -2.05485     | c060bd5a   | -3.51156    
414  | 400c7f30   | 2.19526      | 3fa47ede   | 1.28512     
415  | bea0042f   | -0.31253     | be32a846   | -0.17447    
416  | c06788a8   | -3.61772     | c00aaacd   | -2.16667    
417  | c11257db   | -9.14645     | 3f88bc69   | 1.06825     
418  | 409826c3   | 4.75473      | 410045c5   | 8.01703     
419  | c09906fe   | -4.78210     | 4103cf54   | 8.23812     
420  | bf23bcca   | -0.63960     | bea59458   | -0.32340    
421  | 40a99480   | 5.29938      | bfc202fd   | -1.51572    
422  | 406b8742   | 3.68013      | 40c91592   | 6.28388     
423  | c0d90e56   | -6.78300     | 40871de6   | 4.22240     
424  | c0be5226   | -5.94753     | 40ecff1f   | 7.40614     
425  | c055b04a   | -3.33888     | bf8c2707   | -1.09494    
426  | c0838deb   | -4.11107     | bfe3c7cb   | -1.77953    
427  | bec8734f   | -0.39150     | be2ba9b0   | -0.16764    
428  | c0087dc2   | -2.13268     | bfa34d65   | -1.27580    
429  | 3f1d8a57   | 0.61539      | 404f6fad   | 3.24119     
430  | 407b1f84   | 3.92380      | 4076935e   | 3.85274     
431  | 40f6725d   | 7.70146      | 40acd293   | 5.40070     
432  | 40d89e1b   | 6.76930      | c08e50a9   | -4.44735    
433  | c0143c7a   | -2.31619     | 40445ae1   | 3.06805     
434  | 401b1b41   | 2.42354      | c09609d9   | -4.68870    
435  | bfd720a6   | -1.68068     | bf09fcce   | -0.53901    
436  | c0f2452b   | -7.57094     | c04a9ad7   | -3.16570    
437  | 40607c4e   | 3.50759      | c0c2ad7a   | -6.08368    
438  | c093f998   | -4.62422     | 40aed5df   | 5.46361     
439  | c078c6da   | -3.88714     | c0f37b92   | -7.60883    
440  | 3fc81e67   | 1.56343      | bf390851   | -0.72278    
441  | 40312df2   | 2.76843      | c01497b0   | -2.32176    
442  | c0f225d6   | -7.56712     | 3f00129f   | 0.50028     
443  | 4056c713   | 3.35590      | 40a569c8   | 5.16916     
444  | c0ae1d85   | -5.44110     | 4008023f   | 2.12514     
445  | c0726d8b   | -3.78794     | 3fc670f5   | 1.55032     
446  | 4018a907   | 2.38532      | 409f1a3b   | 4.97195     
447  | 4137d30d   | 11.48903     | 40c03a68   | 6.00713     
448  | c042a0ba   | -3.04106     | 408f2056   | 4.47270     
449  | 401c1cc1   | 2.43926      | c0a72e4a   | -5.22440    
450  | 4068a43f   | 3.63502      | 406aacb0   | 3.66679     
451  | 3f32f853   | 0.69910      | 3fb9fb39   | 1.45298     
452  | 4056a3c4   | 3.35375      | 402ef22b   | 2.73353     
453  | c0b81577   | -5.75262     | 40df0c6a   | 6.97027     
454  | 40c2561d   | 6.07301      | 402f761f   | 2.74158     
455  | 3f8faefd   | 1.12253      | 41191f83   | 9.57019     
456  | 4146b72b   | 12.41972     | c033b1f4   | -2.80774    
457  | bf082814   | -0.53186     | c0346b53   | -2.81905    
458  | 40bb4b56   | 5.85295      | 3fc0c98d   | 1.50615     
459  | c09556e5   | -4.66686     | 3f86ccf7   | 1.05313     
460  | 3f92775e   | 1.14427      | 40ba65e4   | 5.82494     
461  | 3f75aab9   | 0.95964      | c0a28da4   | -5.07979    
462  | 40a9c959   | 5.30583      | c0db3f3f   | -6.85147    
463  | 40b1e13d   | 5.55874      | 40866a78   | 4.20050     
464  | c08fdd54   | -4.49577     | 3cefa2c1   | 0.02925     
465  | c0a98a8c   | -5.29816     | c08f05a8   | -4.46944    
466  | bf8862c1   | -1.06551     | 3f603cd4   | 0.87593     
467  | c089ded1   | -4.30845     | 3fe1067e   | 1.75801     
468  | c0736940   | -3.80330     | be0f6eaf   | -0.14007    
469  | bf23af6d   | -0.63940     | 4086ef68   | 4.21672     
470  | bfc96452   | -1.57337     | be622f20   | -0.22088    
471  | 40938d6f   | 4.61101      | c078ce67   | -3.88760    
472  | 4120484b   | 10.01765     | c0f17a5c   | -7.54619    
473  | 406e984b   | 3.72805      | c01d9635   | -2.46229    
474  | 401b971a   | 2.43110      | c06c368c   | -3.69083    
475  | c04068ba   | -3.00639     | 4000708b   | 2.00687     
476  | 40a9b46e   | 5.30328      | 3ede18bb   | 0.43378     
477  | c0b343c9   | -5.60202     | 407ecf69   | 3.98141     
478  | c084077b   | -4.12591     | 40895e48   | 4.29276     
479  | 3f93b723   | 1.15403      | 40028206   | 2.03919     
480  | bea9c8b5   | -0.33161     | 40819a8c   | 4.05012     
481  | c0a74da9   | -5.22823     | 406b9810   | 3.68116     
482  | 405fbbf2   | 3.49585      | c0e9d90f   | -7.30775    
483  | 408563a2   | 4.16841      | 3f3039c7   | 0.68838     
484  | 411acc5c   | 9.67489      | 3fc73b1c   | 1.55649     
485  | 3ff64ccd   | 1.92422      | 3fad451a   | 1.35367     
486  | 40a45f80   | 5.13666      | 40d92cf3   | 6.78674     
487  | 4097c0a2   | 4.74226      | 401ad49a   | 2.41923     
488  | c069da0f   | -3.65393     | 3f6e436b   | 0.93072     
489  | c0ea2b38   | -7.31778     | c003b5be   | -2.05797    
490  | c0140140   | -2.31258     | c0e4da43   | -7.15164    
491  | bffe8446   | -1.98841     | 3f52e332   | 0.82378     
492  | c0527a63   | -3.28872     | bfa46766   | -1.28441    
493  | bfdfdef5   | -1.74899     | 401e738a   | 2.47580     
494  | 3ea4c03a   | 0.32178      | befaf329   | -0.49014    
495  | 3fd0c174   | 1.63090      | c0a88b47   | -5.26700    
496  | c0518144   | -3.27351     | 3ef7dcbe   | 0.48411     
497  | c0801a38   | -4.00320     | 40b5a5d7   | 5.67649     
498  | 40888a60   | 4.26689      | 40906278   | 4.51202     
499  | c02d4fd8   | -2.70800     | 3d4e19a9   | 0.05032     
500  | 409c628f   | 4.88703      | c08aa61f   | -4.33278    
501  | 3ce0fcd1   | 0.02746      | c07b4b6d   | -3.92648    
502  | 3faa6c27   | 1.33143      | 400d7f50   | 2.21090     
503  | 4010bf3a   | 2.26167      | 3e5d8c27   | 0.21635     
504  | 40a654e8   | 5.19786      | c029bb9d   | -2.65208    
505  | c0d2a650   | -6.58280     | c0f6fbac   | -7.71822    
506  | c06c5d71   | -3.69320     | be658971   | -0.22416    
507  | bee4a963   | -0.44660     | 409046a0   | 4.50862     
508  | 405373d4   | 3.30394      | 40eb0e0b   | 7.34546     
509  | 40cdc3de   | 6.43016      | 40cd08b4   | 6.40731     
510  | 40e4b93e   | 7.14761      | be6db5dc   | -0.23214    
511  | 4085fcd2   | 4.18711      | 40559eef   | 3.33783     
512  | c00aa2de   | -2.16619     | 00000000   | 0.00000     
513  | 4085fcd2   | 4.18711      | c0559eef   | -3.33783    
514  | 40e4b93e   | 7.14761      | 3e6db5dc   | 0.23214     
515  | 40cdc3de   | 6.43016      | c0cd08b4   | -6.40731    
516  | 405373d4   | 3.30394      | c0eb0e0b   | -7.34546    
517  | bee4a963   | -0.44660     | c09046a0   | -4.50862    
518  | c06c5d71   | -3.69320     | 3e658971   | 0.22416     
519  | c0d2a650   | -6.58280     | 40f6fbac   | 7.71822     
520  | 40a654e8   | 5.19786      | 4029bb9d   | 2.65208     
521  | 4010bf3a   | 2.26167      | be5d8c27   | -0.21635    
522  | 3faa6c27   | 1.33143      | c00d7f50   | -2.21090    
523  | 3ce0fcd1   | 0.02746      | 407b4b6d   | 3.92648     
524  | 409c628f   | 4.88703      | 408aa61f   | 4.33278     
525  | c02d4fd8   | -2.70800     | bd4e19a9   | -0.05032    
526  | 40888a60   | 4.26689      | c0906278   | -4.51202    
527  | c0801a38   | -4.00320     | c0b5a5d7   | -5.67649    
528  | c0518144   | -3.27351     | bef7dcbe   | -0.48411    
529  | 3fd0c174   | 1.63090      | 40a88b47   | 5.26700     
530  | 3ea4c03a   | 0.32178      | 3efaf329   | 0.49014     
531  | bfdfdef5   | -1.74899     | c01e738a   | -2.47580    
532  | c0527a63   | -3.28872     | 3fa46766   | 1.28441     
533  | bffe8446   | -1.98841     | bf52e332   | -0.82378    
534  | c0140140   | -2.31258     | 40e4da43   | 7.15164     
535  | c0ea2b38   | -7.31778     | 4003b5be   | 2.05797     
536  | c069da0f   | -3.65393     | bf6e436b   | -0.93072    
537  | 4097c0a2   | 4.74226      | c01ad49a   | -2.41923    
538  | 40a45f80   | 5.13666      | c0d92cf3   | -6.78674    
539  | 3ff64ccd   | 1.92422      | bfad451a   | -1.35367    
540  | 411acc5c   | 9.67489      | bfc73b1c   | -1.55649    
541  | 408563a2   | 4.16841      | bf3039c7   | -0.68838    
542  | 405fbbf2   | 3.49585      | 40e9d90f   | 7.30775     
543  | c0a74da9   | -5.22823     | c06b9810   | -3.68116    
544  | bea9c8b5   | -0.33161     | c0819a8c   | -4.05012    
545  | 3f93b723   | 1.15403      | c0028206   | -2.03919    
546  | c084077b   | -4.12591     | c0895e48   | -4.29276    
547  | c0b343c9   | -5.60202     | c07ecf69   | -3.98141    
548  | 40a9b46e   | 5.30328      | bede18bb   | -0.43378    
549  | c04068ba   | -3.00639     | c000708b   | -2.00687    
550  | 401b971a   | 2.43110      | 406c368c   | 3.69083     
551  | 406e984b   | 3.72805      | 401d9635   | 2.46229     
552  | 4120484b   | 10.01765     | 40f17a5c   | 7.54619     
553  | 40938d6f   | 4.61101      | 4078ce67   | 3.88760     
554  | bfc96452   | -1.57337     | 3e622f20   | 0.22088     
555  | bf23af6d   | -0.63940     | c086ef68   | -4.21672    
556  | c0736940   | -3.80330     | 3e0f6eaf   | 0.14007     
557  | c089ded1   | -4.30845     | bfe1067e   | -1.75801    
558  | bf8862c1   | -1.06551     | bf603cd4   | -0.87593    
559  | c0a98a8c   | -5.29816     | 408f05a8   | 4.46944     
560  | c08fdd54   | -4.49577     | bcefa2c1   | -0.02925    
561  | 40b1e13d   | 5.55874      | c0866a78   | -4.20050    
562  | 40a9c959   | 5.30583      | 40db3f3f   | 6.85147     
563  | 3f75aab9   | 0.95964      | 40a28da4   | 5.07979     
564  | 3f92775e   | 1.14427      | c0ba65e4   | -5.82494    
565  | c09556e5   | -4.66686     | bf86ccf7   | -1.05313    
566  | 40bb4b56   | 5.85295      | bfc0c98d   | -1.50615    
567  | bf082814   | -0.53186     | 40346b53   | 2.81905     
568  | 4146b72b   | 12.41972     | 4033b1f4   | 2.80774     
569  | 3f8faefd   | 1.12253      | c1191f83   | -9.57019    
570  | 40c2561d   | 6.07301      | c02f761f   | -2.74158    
571  | c0b81577   | -5.75262     | c0df0c6a   | -6.97027    
572  | 4056a3c4   | 3.35375      | c02ef22b   | -2.73353    
573  | 3f32f853   | 0.69910      | bfb9fb39   | -1.45298    
574  | 4068a43f   | 3.63502      | c06aacb0   | -3.66679    
575  | 401c1cc1   | 2.43926      | 40a72e4a   | 5.22440     
576  | c042a0ba   | -3.04106     | c08f2056   | -4.47270    
577  | 4137d30d   | 11.48903     | c0c03a68   | -6.00713    
578  | 4018a907   | 2.38532      | c09f1a3b   | -4.97195    
579  | c0726d8b   | -3.78794     | bfc670f5   | -1.55032    
580  | c0ae1d85   | -5.44110     | c008023f   | -2.12514    
581  | 4056c713   | 3.35590      | c0a569c8   | -5.16916    
582  | c0f225d6   | -7.56712     | bf00129f   | -0.50028    
583  | 40312df2   | 2.76843      | 401497b0   | 2.32176     
584  | 3fc81e67   | 1.56343      | 3f390851   | 0.72278     
585  | c078c6da   | -3.88714     | 40f37b92   | 7.60883     
586  | c093f998   | -4.62422     | c0aed5df   | -5.46361    
587  | 40607c4e   | 3.50759      | 40c2ad7a   | 6.08368     
588  | c0f2452b   | -7.57094     | 404a9ad7   | 3.16570     
589  | bfd720a6   | -1.68068     | 3f09fcce   | 0.53901     
590  | 401b1b41   | 2.42354      | 409609d9   | 4.68870     
591  | c0143c7a   | -2.31619     | c0445ae1   | -3.06805    
592  | 40d89e1b   | 6.76930      | 408e50a9   | 4.44735     
593  | 40f6725d   | 7.70146      | c0acd293   | -5.40070    
594  | 407b1f84   | 3.92380      | c076935e   | -3.85274    
595  | 3f1d8a57   | 0.61539      | c04f6fad   | -3.24119    
596  | c0087dc2   | -2.13268     | 3fa34d65   | 1.27580     
597  | bec8734f   | -0.39150     | 3e2ba9b0   | 0.16764     
598  | c0838deb   | -4.11107     | 3fe3c7cb   | 1.77953     
599  | c055b04a   | -3.33888     | 3f8c2707   | 1.09494     
600  | c0be5226   | -5.94753     | c0ecff1f   | -7.40614    
601  | c0d90e56   | -6.78300     | c0871de6   | -4.22240    
602  | 406b8742   | 3.68013      | c0c91592   | -6.28388    
603  | 40a99480   | 5.29938      | 3fc202fd   | 1.51572     
604  | bf23bcca   | -0.63960     | 3ea59458   | 0.32340     
605  | c09906fe   | -4.78210     | c103cf54   | -8.23812    
606  | 409826c3   | 4.75473      | c10045c5   | -8.01703    
607  | c11257db   | -9.14645     | bf88bc69   | -1.06825    
608  | c06788a8   | -3.61772     | 400aaacd   | 2.16667     
609  | bea0042f   | -0.31253     | 3e32a846   | 0.17447     
610  | 400c7f30   | 2.19526      | bfa47ede   | -1.28512    
611  | c003829c   | -2.05485     | 4060bd5a   | 3.51156     
612  | 3e78aac9   | 0.24284      | bf71f655   | -0.94516    
613  | 4079cc66   | 3.90310      | 40898bcd   | 4.29832     
614  | 40272906   | 2.61188      | 40c7e1c3   | 6.24631     
615  | 4018e921   | 2.38923      | c0b32dcd   | -5.59934    
616  | c1002b7f   | -8.01062     | bf296caf   | -0.66181    
617  | 40cf58ad   | 6.47957      | c052c33e   | -3.29317    
618  | 410f848c   | 8.96986      | 3fda7284   | 1.70662     
619  | c0799837   | -3.89992     | c0b0cc83   | -5.52496    
620  | bee29dc3   | -0.44261     | 407bb190   | 3.93271     
621  | 4112e36b   | 9.18052      | 409628cd   | 4.69248     
622  | bd0b61ca   | -0.03403     | 40650fb0   | 3.57908     
623  | 40493245   | 3.14369      | 402bc428   | 2.68385     
624  | 40ea0094   | 7.31257      | c0383ce3   | -2.87872    
625  | c083b58a   | -4.11591     | 40a973c5   | 5.29538     
626  | c0aee25e   | -5.46513     | 4021f480   | 2.53055     
627  | 3f35b814   | 0.70984      | c0a61c4f   | -5.19096    
628  | c0a9127c   | -5.28351     | c09815cb   | -4.75266    
629  | 4161371a   | 14.07595     | c0c2ba8b   | -6.08527    
630  | 40481057   | 3.12600      | 40928b50   | 4.57951     
631  | bf57152b   | -0.84017     | 412ac975   | 10.67418    
632  | bfb3cc35   | -1.40467     | c098b0a6   | -4.77156    
633  | c0956a6d   | -4.66924     | bf91a41a   | -1.13782    
634  | c02057f1   | -2.50537     | 40108fac   | 2.25877     
635  | 4113e426   | 9.24320      | 4129e75b   | 10.61898    
636  | 3f179ec8   | 0.59227      | 3d79ec1e   | 0.06102     
637  | 410af782   | 8.68543      | 401ba6be   | 2.43205     
638  | c01557ef   | -2.33349     | c06be39d   | -3.68577    
639  | 4061a13f   | 3.52547      | 40cb88d9   | 6.36046     
640  | 40d5ebfb   | 6.68506      | 410dfcc0   | 8.87421     
641  | be375687   | -0.17904     | 40a2a9aa   | 5.08321     
642  | bf0f205e   | -0.55909     | 40e4d71a   | 7.15126     
643  | be6cb1ff   | -0.23115     | bfbcdc1f   | -1.47547    
644  | 41199ab8   | 9.60027      | bf001d39   | -0.50045    
645  | 408773b9   | 4.23288      | 3ff3e4e3   | 1.90542     
646  | 3ff17ae7   | 1.88656      | 41139e4d   | 9.22615     
647  | 40c0fdd2   | 6.03098      | 40067b74   | 2.10128     
648  | c09923c2   | -4.78561     | bfcdad40   | -1.60685    
649  | bf4dc5e7   | -0.80380     | be061aa7   | -0.13096    
650  | 4081af84   | 4.05268      | c0e01653   | -7.00273    
651  | c0922e21   | -4.56813     | bf4c12ed   | -0.79716    
652  | 41041307   | 8.25465      | 3fe51e51   | 1.78999     
653  | c0e30ed0   | -7.09556     | bfbc3a48   | -1.47053    
654  | 40ab158c   | 5.34638      | 40019aad   | 2.02507     
655  | 40d6306d   | 6.69341      | 3f88dc40   | 1.06922     
656  | bee6def6   | -0.45092     | c03f247f   | -2.98660    
657  | 3f5c824e   | 0.86136      | 40172cf3   | 2.36212     
658  | 408d367c   | 4.41290      | bf3e59ca   | -0.74356    
659  | c047993a   | -3.11873     | c0722568   | -3.78353    
660  | 409b44a0   | 4.85213      | bf9c97ab   | -1.22338    
